MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing
BE,Belgium,2014BE05SFOP002,3.1,Flanders - ESF,ESF,3,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,81327223,121990835,203318058,40%
BE,Belgium,2014BE05SFOP002,3.1,Flanders - ESF,ESF,4,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,35067997,74519494,109587491,32%
BE,Belgium,2014BE05SFOP002,3.1,Flanders - ESF,ESF,5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,6462429,5287442,11749871,55%
BE,Belgium,2014BE05SFOP002,3.1,Flanders - ESF,ESF,5,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,19387289,15862327,35249616,55%
BE,Belgium,2014BE05SFOP002,3.1,Flanders - ESF,ESF,5,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,6462429,5287442,11749871,55%
BE,Belgium,2014BE05SFOP002,3.1,Flanders - ESF,ESF,6,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,15756119,15756119,31512238,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,4200000,4200000,8400000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2B,New farmers,3595567,1953000,5548567,64.8%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,310721,225000,535721,58%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,6944789,5175000,12119789,57.3%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2B,New farmers,4490556,3500000,7990556,56.2%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,121351633,90000000,211351633,57.42%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2A,Farm performance,700000,700000,1400000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,30833607,17496644,48330251,63.8%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,3500000,3500000,7000000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M09,Producer groups / organisations,FA_3A,Competitiveness of producers,500000,500000,1000000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M17,Risk management,FA_3B,Risk management,3142949,2000000,5142949,61.11%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_P4,Priority 4,4280437,2325000,6605437,64.8%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_P4,Priority 4,207148,150000,357148,58%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,2895958,2000000,4895958,59.15%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,900000,900000,1800000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,3192500,3192500,6385000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,782231,782231,1564462,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,28213402.5,23497165,51710567.5,54.56%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,2211988,1690172.5,3902160.5,56.69%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,900000,900000,1800000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,3192500,3192500,6385000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,782231,782231,1564462,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,28213402.5,23497165,51710567.5,54.56%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,2211988,1690172.5,3902160.5,56.69%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5B,Energy efficiency,172623,125000,297623,58%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5B,Energy efficiency,751350,465826,1217176,61.73%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,27075943,20000000,47075943,57.52%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5D,Reducing GHG and NH3,52560487,38772226,91332713,57.55%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,2370000,2370000,4740000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5D,Reducing GHG and NH3,13135731,6831259,19966990,65.79%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_6B,Local development,1750000,1750000,3500000,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,9206194,9206194,18412388,50%
BE,Belgium,2014BE06RDRP001,3.1,Flanders - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,19189945,14389595,33579540,57.15%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,5928300,8892450,14820750,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,1230000,1845000,3075000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2B,New farmers,330000,495000,825000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,52400000,78600000,131000000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,16000000,24000000,40000000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,9920000,14880000,24800000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,1120000,1680000,2800000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,1600000,2400000,4000000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,29500000,44250000,73750000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,20000000,30000000,50000000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,7825004,11737506,19562510,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,11600000,17400000,29000000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,1600000,2400000,4000000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,29500000,44250000,73750000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,20000000,30000000,50000000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,7825004,11737506,19562510,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,11600000,17400000,29000000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5C,Renewable energy,120000,180000,300000,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M06,Farm and business development,FA_5C,Renewable energy,1846154,2769231,4615385,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_6A,"Diversification, SMEs and job creation",2625000,2375000,5000000,52.5%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_6B,Local development,2956400,2674838.1,5631238.1,52.5%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation",3833846,5750769,9584615,40%
BE,Belgium,2014BE06RDRP002,2.1,Wallonia - Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M07,Basic services,FA_6A,"Diversification, SMEs and job creation",3050200,4575300,7625500,40%
CZ,Czech Republic,2014CZ16CFTA001,1.1,Technical Assistance - CF,CF,PO1,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,163704582,28889044,192593626,85%
